,name,title,base_salary,submit_date,start_date,status,city,state,small_company
267,Goldman Sachs & Co,Analyst,51000,2019-12-10,2020-06-10,Certified,Salt Lake City,Utah,False
268,Goldman Sachs & Co,Analyst,51000,2019-12-20,2020-06-09,Certified,Salt Lake City,Utah,False
269,Goldman Sachs & Co,Analyst,51000,2019-12-20,2020-06-07,Certified,Salt Lake City,Utah,False
270,Goldman Sachs Bank Usa,Analyst,51000,2020-02-12,2020-08-12,Certified,Richardson,Texas,False
271,Goldman Sachs & Co,Analyst,51000,2019-02-28,2019-08-15,Certified,Salt Lake City,Utah,False
272,Goldman Sachs & Co,Analyst,51000,2018-03-15,2018-06-01,Certified,Dallas,Texas,False
273,Starcom Worldwide,Analyst,51000,2018-02-24,2018-08-21,Certified,New York,New York,True
274,Deloitte Services Lp,Analyst,51002,2020-03-09,2020-08-25,Certified,Hermitage,Tennessee,False
275,Deloitte Services Lp,Analyst,51002,2020-03-23,2020-08-20,Certified,Hermitage,Tennessee,False
276,Deloitte Consulting Llp,Analyst,51064,2019-03-03,2019-09-01,Certified,New York,New York,False
277,Deloitte Consulting Llp,Analyst,51064,2019-03-05,2019-09-04,Certified,New York,New York,False
278,Penn Schoen & Berland Associates,Analyst,51064,2018-03-19,2018-09-13,Certified,New York,New York,True
279,Deloitte Consulting Llp,Analyst,51251,2018-03-24,2018-09-20,Certified,Seattle,Washington,False
280,Deloitte Consulting Llp,Analyst,51293,2018-02-01,2018-08-02,Certified,Pittsburgh,Pennsylvania,False
281,Deloitte Consulting Llp,Analyst,51293,2018-02-01,2018-08-02,Certified,Pittsburgh,Pennsylvania,False
282,Goldman Sachs & Co,Analyst,51300,2018-01-30,2018-07-13,Certified,Salt Lake City,Utah,False
283,Mastercard International orporated,Analyst,51314,2018-03-02,2018-08-15,Certified,O'Fallon,Missouri,True
284,Deloitte Consulting Llp,Analyst,51355,2019-01-24,2019-01-31,Certified,San Jose,California,False
285,Deloitte Consulting Llp,Analyst,51355,2019-03-11,2019-09-10,Certified,San Jose,California,False
286,Goldman Sachs & Co,Analyst,51400,2019-03-14,2019-09-10,Certified,Salt Lake City,Utah,False
287,Citco Fund Services (Usa),Analyst,51400,2018-03-05,2018-08-22,Certified,Charlotte,North Carolina,True
288,Citco Fund Services (Usa),Analyst,51400,2018-03-06,2018-08-22,Certified,Charlotte,North Carolina,True
289,Goldman Sachs & Co,Analyst,51400,2018-01-30,2018-07-30,Certified,Salt Lake City,Utah,False
290,Blackrock Financial Management,Analyst,51459,2019-12-04,2020-01-01,Certified,Getzville,New York,False
291,Goldman Sachs Services,Analyst,51500,2020-02-15,2020-08-14,Certified,Salt Lake City,Utah,False
292,Goldman Sachs & Co,Analyst,51500,2020-02-18,2020-08-15,Certified,Salt Lake City,Utah,False
293,Goldman Sachs & Co,Analyst,51500,2020-02-18,2020-08-15,Certified,Salt Lake City,Utah,False
294,Goldman Sachs & Co,Analyst,51500,2020-03-03,2020-08-25,Certified,Salt Lake City,Utah,False
295,Goldman Sachs & Co,Analyst,51500,2020-03-06,2020-08-28,Certified,Salt Lake City,Utah,False
296,Goldman Sachs & Co,Analyst,51500,2020-03-24,2020-09-01,Certified,Salt Lake City,Utah,False
297,Goldman Sachs & Co,Analyst,51500,2020-03-30,2020-09-01,Certified,Salt Lake City,Utah,False
298,Goldman Sachs Services,Analyst,51500,2020-04-14,2020-10-01,Certified,Salt Lake City,Utah,False
299,Goldman Sachs & Co,Analyst,51500,2020-05-07,2020-10-01,Certified,Salt Lake City,Utah,False
300,Goldman Sachs & Co,Analyst,51500,2020-05-11,2020-10-01,Certified,Salt Lake City,Utah,False
301,Kantar Consulting,Analyst,51500,2020-05-22,2020-10-01,Certified,New York City,New York,True
302,Goldman Sachs & Co,Analyst,51500,2020-05-28,2020-10-01,Certified,Salt Lake City,Utah,False
303,Goldman Sachs Services,Analyst,51500,2020-05-29,2020-09-24,Certified,Salt Lake City,Utah,False
304,The Ayco Company Lp A Goldman Sachs Company,Analyst,51500,2020-05-30,2020-09-15,Certified,Latham,New York,False
305,Goldman Sachs Services,Analyst,51500,2020-06-01,2020-10-01,Certified,Salt Lake City,Utah,False
306,Goldman Sachs Services,Analyst,51500,2020-06-04,2020-10-01,Certified,Salt Lake City,Utah,False
307,Goldman Sachs & Co,Analyst,51500,2020-08-18,2020-10-01,Certified,Salt Lake City,Utah,False
308,Goldman Sachs & Co,Analyst,51500,2020-09-18,2020-10-01,Certified,Salt Lake City,Utah,False
309,Advantage Capital Management Corporation,Analyst,51500,2018-07-17,2018-08-06,Certified,West Lake Hills,Texas,True
310,Macquarie America Services,Analyst,51563,2018-01-18,2018-01-22,Certified,Houston,Texas,False
311,Compass Lexecon,Analyst,51605,2018-03-09,2018-09-06,Certified,Princeton,New Jersey,False
312,Deloitte Consulting Llp,Analyst,51688,2019-03-19,2019-09-18,Certified,Minneapolis,Minnesota,False
313,Goldman Sachs Bank Usa,Analyst,51800,2019-12-09,2020-01-01,Certified,Dallas,Texas,False
314,Goldman Sachs & Co,Analyst,51800,2019-02-21,2019-08-19,Certified,Salt Lake City,Utah,False
315,The Ayco Company Lp A Goldman Sachs Company,Analyst,51800,2019-03-18,2019-08-31,Certified,Latham,New York,False
316,Blackrock Financial Management,Analyst,51813,2019-12-04,2020-01-01,Certified,Wilmington,Delaware,False
317,Blackrock Financial Management,Analyst,51813,2019-12-05,2020-01-01,Certified,Wilmington,Delaware,False
318,Blackrock Financial Management,Analyst,51813,2020-02-24,2020-08-01,Certified,Wilmington,Delaware,False
319,Deloitte Services Lp,Analyst,51813,2020-03-09,2020-08-26,Certified,Miami,Florida,False
320,Blackrock Financial Management,Analyst,51813,2020-03-25,2020-09-15,Certified,Wilmington,Delaware,False
321,Blackrock Financial Management,Analyst,51813,2020-05-22,2020-10-01,Certified,Wilmington,Delaware,False
322,Deloitte Consulting Llp,Analyst,51854,2019-03-04,2019-09-03,Certified,Pittsburgh,Pennsylvania,False
323,Deloitte Consulting Llp,Analyst,51854,2019-03-05,2019-09-04,Certified,Pittsburgh,Pennsylvania,False
324,Deloitte Consulting Llp,Analyst,51854,2019-03-10,2019-09-09,Certified,Pittsburgh,Pennsylvania,False
325,Goldman Sachs & Co,Analyst,52000,2020-01-27,2020-07-21,Certified,Salt Lake City,Utah,False
326,Goldman Sachs & Co,Analyst,52000,2020-02-24,2020-08-01,Certified,Dallas,Texas,False
327,Goldman Sachs Services,Analyst,52000,2020-03-11,2020-09-05,Certified,Dallas,Texas,False
328,Miebach Consulting,Analyst,52000,2020-03-23,2020-09-19,Certified,Indianapolis,Indiana,True
329,Goldman Sachs & Co,Analyst,52000,2020-03-26,2020-09-13,Certified,Dallas,Texas,False
330,Goldman Sachs & Co,Analyst,52000,2020-03-30,2020-09-25,Certified,Dallas,Texas,False
331,Goldman Sachs & Co,Analyst,52000,2020-04-10,2020-08-01,Certified,Dallas,Texas,False
332,Goldman Sachs Services,Analyst,52000,2020-05-11,2020-10-01,Certified,Dallas,Texas,False
333,Goldman Sachs Bank Usa,Analyst,52000,2020-05-29,2020-10-01,Certified,Dallas,Texas,False
334,Goldman Sachs & Co,Analyst,52000,2020-06-01,2020-10-01,Certified,Salt Lake City,Utah,False
335,The Ayco Company Lp A Goldman Sachs Company,Analyst,52000,2019-03-27,2019-09-20,Certified,Saratoga Springs,New York,False
336,Goldman Sachs & Co,Analyst,52000,2019-02-22,2019-08-21,Certified,Salt Lake City,Utah,False
337,Cumberland Consulting Group,Analyst,52000,2019-03-11,2019-09-02,Certified,Durham,North Carolina,False
338,Cumberland Consulting Group,Analyst,52000,2019-03-11,2019-09-02,Certified,Durham,North Carolina,False
339,Goldman Sachs & Co,Analyst,52000,2019-03-19,2019-09-17,Certified,Dallas,Texas,False
340,Deloitte Consulting Llp,Analyst,52000,2019-03-20,2019-09-18,Certified,Richmond,Virginia,False
341,Deloitte Consulting Llp,Analyst,52000,2019-03-20,2019-09-18,Certified,Richmond,Virginia,False
342,Revenue Management Solutions,Analyst,52000,2018-03-14,2018-09-13,Certified,Tampa,Florida,True
343,Deloitte Consulting Llp,Analyst,52042,2019-03-18,2019-09-13,Certified,New York,New York,False
344,Deloitte Consulting Llp,Analyst,52042,2018-11-15,2018-11-22,Certified,San Diego,California,False
345,Deloitte Consulting Llp,Analyst,52229,2019-03-06,2019-09-05,Certified,Cleveland,Ohio,False
346,Deloitte Consulting Llp,Analyst,52229,2019-03-18,2019-09-17,Certified,Cleveland,Ohio,False
347,University Of Notre Dame Du Lac,Analyst,52290,2020-03-19,2020-09-15,Certified,Notre Dame,Indiana,True
348,Goldman Sachs Services,Analyst,52300,2018-03-16,2018-08-30,Certified,Salt Lake City,Utah,False
349,Goldman Sachs & Co,Analyst,52300,2018-05-24,2018-06-11,Certified,Dallas,Texas,False
350,Empower Mediamarketing,Analyst,52333,2020-03-16,2020-08-27,Certified,Cincinnati,Ohio,True
351,Empower Mediamarketing,Analyst,52333,2020-03-16,2020-08-27,Certified,Cincinnati,Ohio,True
352,Deloitte Services Lp,Analyst,52374,2020-05-05,2020-10-01,Certified,Dallas,Texas,False
353,Rio Tinto Services,Analyst,52374,2018-09-14,2018-09-14,Certified,Chicago,Illinois,True
354,Citco Fund Services (Usa),Analyst,52400,2019-03-28,2019-09-18,Certified,Charlotte,North Carolina,True
355,Db Usa Core Corporation,Analyst,52500,2018-02-09,2018-08-02,Certified,Jacksonville,Florida,False
356,Solid Rock Asset Management,Analyst,52500,2018-03-16,2018-09-12,Certified,New York,New York,True
357,Db Usa Core Corporation,Analyst,52500,2018-03-05,2018-08-09,Certified,Jacksonville,Florida,False
358,Goldman Sachs & Co,Analyst,52500,2018-03-16,2018-09-11,Certified,Salt Lake City,Utah,False
359,Goldman Sachs & Co,Analyst,52500,2018-03-15,2018-09-11,Certified,Salt Lake City,Utah,False
360,Solid Rock Asset Management,Analyst,52500,2018-03-16,2018-09-12,Certified,New York,New York,True
361,Goldman Sachs & Co,Analyst,52500,2018-03-19,2018-09-11,Certified,Salt Lake City,Utah,False
362,Icf Resources,Analyst,52520,2018-03-15,2018-08-30,Certified,Atlanta,Georgia,False
363,Blackrock Financial Management,Analyst,52645,2019-03-16,2019-09-01,Certified,Atlanta,Georgia,False
364,Deloitte Consulting Llp,Analyst,52707,2018-09-28,2018-10-05,Certified,Baltimore,Maryland,False
365,Blackrock Investment Management,Analyst,52790,2018-03-06,2018-08-12,Certified,Princeton,New Jersey,False
366,Goldman Sachs & Co,Analyst,52800,2020-02-11,2020-06-07,Certified,Salt Lake City,Utah,False
367,Goldman Sachs & Co,Analyst,52800,2020-02-13,2020-08-10,Certified,Salt Lake City,Utah,False
368,Goldman Sachs & Co,Analyst,52800,2020-02-26,2020-07-11,Certified,Salt Lake City,Utah,False
369,Goldman Sachs & Co,Analyst,52800,2020-04-23,2020-09-12,Certified,Salt Lake City,Utah,False
370,Goldman Sachs & Co,Analyst,52800,2020-06-05,2020-06-10,Certified,Salt Lake City,Utah,False
371,Goldman Sachs Services,Analyst,52800,2020-06-08,2020-10-01,Certified,Salt Lake City,Utah,False
372,Goldman Sachs & Co,Analyst,52800,2020-06-09,2020-10-01,Certified,Salt Lake City,Utah,False
373,Goldman Sachs & Co,Analyst,52800,2019-02-26,2019-04-01,Certified,Dallas,Texas,False
374,Goldman Sachs & Co,Analyst,52800,2019-02-25,2019-08-24,Certified,Salt Lake City,Utah,False
375,Goldman Sachs & Co,Analyst,52800,2018-01-31,2018-07-30,Certified,Salt Lake City,Utah,False
376,Goldman Sachs & Co,Analyst,52800,2018-01-30,2018-07-25,Certified,Salt Lake City,Utah,False
377,Goldman Sachs & Co,Analyst,52800,2018-02-13,2018-07-25,Certified,Salt Lake City,Utah,False
378,Goldman Sachs & Co,Analyst,52800,2018-03-09,2018-08-01,Certified,Salt Lake City,Utah,False
379,Goldman Sachs & Co,Analyst,52800,2018-01-31,2018-08-01,Certified,Salt Lake City,Utah,False
380,American Airlines,Analyst,52832,2018-03-08,2018-09-04,Certified,Fort Worth,Texas,False
381,American Airlines,Analyst,52832,2018-03-01,2018-08-25,Certified,Fort Worth,Texas,False
382,American Airlines,Analyst,52832,2018-03-20,2018-09-18,Certified,Fort Worth,Texas,False
383,American Airlines,Analyst,52832,2018-03-07,2018-08-31,Certified,Fort Worth,Texas,False
384,American Airlines,Analyst,52832,2018-03-06,2018-09-01,Certified,Fort Worth,Texas,False
385,American Airlines,Analyst,52832,2018-02-28,2018-08-25,Certified,Fort Worth,Texas,False
386,American Airlines,Analyst,52832,2018-03-06,2018-08-31,Certified,Fort Worth,Texas,False
387,American Airlines,Analyst,52832,2018-03-01,2018-08-30,Certified,Fort Worth,Texas,False
388,American Airlines,Analyst,52832,2018-03-06,2018-09-01,Certified,Fort Worth,Texas,False
389,American Airlines,Analyst,52832,2018-03-14,2018-09-08,Certified,Fort Worth,Texas,False
390,American Airlines,Analyst,52832,2018-02-28,2018-08-25,Certified,Fort Worth,Texas,False
391,American Airlines,Analyst,52832,2018-03-09,2018-09-04,Certified,Fort Worth,Texas,False
392,Deloitte Consulting Llp,Analyst,52853,2019-03-17,2019-09-13,Certified,Boston,Massachusetts,False
393,Deloitte Consulting Llp,Analyst,52853,2019-03-06,2019-09-05,Certified,Denver,Colorado,False
394,O'Brien Realty Advisors,Analyst,53000,2019-03-12,2019-09-06,Certified,Fort Worth,Texas,True
395,Goldman Sachs & Co,Analyst,53000,2018-02-21,2018-07-25,Certified,Salt Lake City,Utah,False
396,Goldman Sachs & Co,Analyst,53000,2018-03-14,2018-08-20,Certified,Salt Lake City,Utah,False
397,Acturus,Analyst,53000,2018-04-19,2018-09-10,Certified,Farmington,Connecticut,True
398,Deloitte Consulting Llp,Analyst,53019,2019-03-20,2019-09-12,Certified,Kansas City,Missouri,False
399,Blackrock Capital Management,Analyst,53061,2018-02-27,2018-08-14,Certified,Wilmington,Delaware,False
400,Blackrock Capital Management,Analyst,53061,2018-03-07,2018-08-21,Certified,Wilmington,Delaware,False
401,Blackrock Capital Management,Analyst,53061,2018-02-23,2018-08-14,Certified,Wilmington,Delaware,False
402,Blackrock Institutional Services,Analyst,53061,2018-02-26,2018-08-10,Certified,Wilmington,Delaware,False
403,Blackrock Capital Management,Analyst,53061,2018-03-08,2018-08-11,Certified,Wilmington,Delaware,False
404,Blackrock Capital Management,Analyst,53061,2018-02-27,2018-08-14,Certified,Wilmington,Delaware,False
405,Blackrock Institutional Services,Analyst,53061,2018-03-08,2018-08-14,Certified,Wilmington,Delaware,False
406,Blackrock Financial Management,Analyst,53061,2018-03-15,2018-08-14,Certified,Wilmington,Delaware,False
407,Blackrock Capital Management,Analyst,53061,2018-02-27,2018-08-03,Certified,Wilmington,Delaware,False
408,Blackrock Capital Management,Analyst,53061,2018-03-16,2018-08-18,Certified,Wilmington,Delaware,False
409,Blackrock Capital Management,Analyst,53061,2018-01-19,2018-07-17,Certified,Wilmington,Delaware,False
410,Blackrock Capital Management,Analyst,53061,2018-02-27,2018-08-11,Certified,Wilmington,Delaware,False
411,Blackrock Capital Management,Analyst,53061,2018-01-19,2018-07-17,Certified,Wilmington,Delaware,False
412,Blackrock Capital Management,Analyst,53061,2018-03-13,2018-08-14,Certified,Wilmington,Delaware,False
413,Blackrock Financial Management,Analyst,53061,2018-03-16,2018-08-18,Certified,San Francisco,California,False
414,Blackrock Capital Management,Analyst,53061,2018-03-14,2018-08-14,Certified,Wilmington,Delaware,False
415,Blackrock Capital Management,Analyst,53061,2018-03-08,2018-09-05,Certified,Wilmington,Delaware,False
416,Blackrock Institutional Trust Company Na,Analyst,53061,2018-01-19,2018-07-17,Certified,Wilmington,Delaware,False
417,Blackrock Institutional Services,Analyst,53061,2018-01-19,2018-07-17,Certified,Wilmington,Delaware,False
418,Blackrock Investment Management,Analyst,53061,2018-01-19,2018-07-17,Certified,Wilmington,Delaware,False
419,Blackrock Capital Management,Analyst,53061,2018-03-15,2018-09-05,Certified,Wilmington,Delaware,False
420,Blackrock Capital Management,Analyst,53061,2018-03-07,2018-08-11,Certified,Wilmington,Delaware,False
421,Blackrock Financial Management,Analyst,53061,2018-01-19,2018-07-17,Certified,Wilmington,Delaware,False
422,Blackrock Capital Management,Analyst,53061,2018-01-19,2018-07-17,Certified,Wilmington,Delaware,False
423,Blackrock Capital Management,Analyst,53061,2018-03-06,2018-08-13,Certified,Wilmington,Delaware,False
424,Deloitte Services Lp,Analyst,53144,2020-09-03,2020-10-01,Certified,Costa Mesa,California,False
425,Deloitte Consulting Llp,Analyst,53165,2019-03-12,2019-09-10,Certified,Harrisburg,Pennsylvania,False
426,Deloitte Consulting Llp,Analyst,53165,2019-03-20,2019-09-18,Certified,Harrisburg,Pennsylvania,False
427,Deloitte Consulting Llp,Analyst,53165,2019-03-20,2019-09-18,Certified,Harrisburg,Pennsylvania,False
428,Carnival Corporation,Analyst,53269,2018-03-22,2018-09-20,Certified,Miami,Florida,False
429,Deloitte Consulting Llp,Analyst,53290,2019-03-19,2019-09-18,Certified,Seattle,Washington,False
430,Goldman Sachs & Co,Analyst,53300,2020-09-18,2020-10-01,Certified,Salt Lake City,Utah,False
431,Goldman Sachs & Co,Analyst,53300,2019-02-04,2019-08-06,Certified,Salt Lake City,Utah,False
432,Deloitte Consulting Llp,Analyst,53352,2019-05-14,2019-05-21,Certified,Louisville,Kentucky,False
433,Blackrock Capital Management,Analyst,53414,2018-03-08,2018-08-28,Certified,Wilmington,Delaware,False
434,Blackrock Capital Management,Analyst,53414,2018-02-24,2018-08-10,Certified,Wilmington,Delaware,False
435,Blackrock Capital Management,Analyst,53414,2018-03-27,2018-09-20,Certified,Wilmington,Delaware,False
436,Blackrock Capital Management,Analyst,53414,2018-02-13,2018-08-08,Certified,Wilmington,Delaware,False
437,Blackrock Capital Management,Analyst,53414,2018-03-08,2018-08-19,Certified,Wilmington,Delaware,False
438,Blackrock Capital Management,Analyst,53414,2018-03-08,2018-08-14,Certified,Wilmington,Delaware,False
439,Blackrock Institutional Services,Analyst,53414,2018-02-27,2018-08-03,Certified,Wilmington,Delaware,False
440,Deloitte Consulting Llp,Analyst,53477,2019-03-19,2019-09-17,Certified,Dallas,Texas,False
441,Deloitte Consulting Llp,Analyst,53477,2019-03-05,2019-09-04,Certified,Dallas,Texas,False
442,Deloitte Consulting Llp,Analyst,53477,2019-03-06,2019-09-04,Certified,Dallas,Texas,False
443,Deloitte Consulting Llp,Analyst,53477,2019-03-11,2019-09-09,Certified,Dallas,Texas,False
444,Deloitte Consulting Llp,Analyst,53477,2019-03-13,2019-09-11,Certified,Dallas,Texas,False
445,Deloitte Consulting Llp,Analyst,53477,2018-10-01,2018-10-08,Certified,Dallas,Texas,False
446,Deloitte Consulting Llp,Analyst,53477,2018-10-18,2018-10-25,Certified,Dallas,Texas,False
447,Deloitte Consulting Llp,Analyst,53477,2018-11-09,2018-11-16,Certified,Dallas,Texas,False
448,The Ayco Company Lp A Goldman Sachs Company,Analyst,53500,2019-03-18,2019-08-31,Certified,Latham,New York,False
449,Goldman Sachs & Co,Analyst,53600,2018-01-30,2018-06-20,Certified,Salt Lake City,Utah,False
450,Deloitte Consulting Llp,Analyst,53643,2018-01-10,2018-07-11,Certified,Milwaukee,Wisconsin,False
451,Deloitte Consulting Llp,Analyst,53643,2018-01-30,2018-07-31,Certified,Milwaukee,Wisconsin,False
452,Deloitte Consulting Llp,Analyst,53747,2019-03-11,2019-09-08,Certified,Chicago,Illinois,False
453,Kensington Capital Advisors,Analyst,53893,2018-02-26,2018-08-23,Certified,Charlotte,North Carolina,True
454,Transunion,Analyst,53934,2019-02-25,2019-08-24,Certified,Chicago,Illinois,False
455,Transunion,Analyst,53934,2019-02-21,2019-08-23,Certified,Chicago,Illinois,False
456,Transunion,Analyst,53934,2019-02-20,2019-08-21,Certified,Chicago,Illinois,False
457,Transunion,Analyst,53934,2019-02-25,2019-08-24,Certified,Chicago,Illinois,False
458,Westwood Global Energy Group,Analyst,53976,2018-03-13,2018-09-10,Certified,Houston,Texas,True
